State,City,Facility ID,Facility Name,Address,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Score,Footnote,Measure Start Date,Measure End Date,Location
IL,CHICAGO,140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,60649,COOK,(773) 947-7500,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.476,3,07/01/2018,06/30/2019,POINT (-87.58571 41.757332)
IL,MCLEANSBORO,141326,HAMILTON MEMORIAL HOSPITAL,611 S MARSHALL AVENUE,62859,HAMILTON,(618) 643-2361,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-88.541234 38.087916)
IA,CORYDON,161358,WAYNE COUNTY HOSPITAL,417 SOUTH EAST STREET,50060,WAYNE,(641) 872-2260,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-93.31232 40.754492)
IN,PORTLAND,151320,"INDIANA UNIVERSITY HEALTH JAY, INC.",500 W VOTAW ST,47371,JAY,(260) 726-7131,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-84.984105 40.439366)
IL,HOPEDALE,141330,HOPEDALE HOSPITAL,107 TREMONT STREET,61747,TAZEWELL,(309) 449-4296,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-89.417729 40.418383)
ID,COTTONWOOD,131321,ST MARYS HOSPITAL AND CLINICS,701 LEWISTON ST,83522,IDAHO,(208) 962-3251,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-116.351645 46.050371)
GA,ALMA,111327,BACON COUNTY HOSPITAL,302 SOUTH WAYNE STREET,31510,BACON,(912) 632-8961,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,1990.0,3,07/01/2018,06/30/2019,POINT (-82.459687 31.53911)
IA,HAMBURG,161324,GEORGE C GRAPE COMMUNITY HOSPITAL,2959 US HIGHWAY 275,51640,FREMONT,(712) 382-1515,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,84.0,3,07/01/2018,06/30/2019,POINT (-95.649475 40.620554)
IN,RENSSELAER,151324,"FRANCISCAN HEALTH RENSSELAER, INC",1104 E GRACE ST,47978,JASPER,(219) 866-5141,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-87.138357 40.9336)
IA,SAC CITY,161370,LORING HOSPITAL,211 HIGHLAND AVENUE PO BOX 217,50583,SAC,(712) 662-7105,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-94.977991 42.418706)
IA,GREENFIELD,161310,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,50849,ADAIR,(641) 743-2123,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,433.0,3,07/01/2018,06/30/2019,POINT (-94.451927 41.303103)
IL,HOPEDALE,141330,HOPEDALE HOSPITAL,107 TREMONT STREET,61747,TAZEWELL,(309) 449-4296,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-89.417729 40.418383)
IA,WEST UNION,161316,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,112 JEFFERSON STREET,52175,FAYETTE,(563) 422-3811,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-91.809477 42.96768)
IA,GREENFIELD,161310,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,50849,ADAIR,(641) 743-2123,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-94.451927 41.303103)
IA,SUMNER,161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,909 WEST FIRST STREET,50674,BREMER,(563) 578-3275,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,79.0,3,07/01/2018,06/30/2019,POINT (-92.109691 42.847422)
IL,FLORA,141351,CLAY COUNTY HOSPITAL,911 STACY BURK DRIVE,62839,CLAY,(618) 662-2131,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,89.0,3,07/01/2018,06/30/2019,POINT (-88.470337 38.680917)
IN,NEW ALBANY,150172,PHYSICIANS' MEDICAL CENTER LLC,4023 REAS LN,47150,FLOYD,(812) 206-7660,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.011,3,07/01/2018,06/30/2019,POINT (-85.827064 38.340032)
IL,ELDORADO,141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,1201 PINE STREET,62930,SALINE,(618) 273-3361,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,3113.0,3,07/01/2018,06/30/2019,POINT (-88.441451 37.815332)
ID,RUPERT,131319,MINIDOKA MEMORIAL HOSPITAL,1224 8TH STREET,83350,MINIDOKA,(208) 436-0481,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,1346.0,3,07/01/2018,06/30/2019,POINT (-113.685362 42.619625)
IL,CHICAGO,140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,60649,COOK,(773) 947-7500,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,14927.0,3,07/01/2018,06/30/2019,POINT (-87.58571 41.757332)
GA,CAMILLA,111331,MITCHELL COUNTY HOSPITAL,90 STEPHENS STREET,31730,MITCHELL,(229) 336-5284,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.523,3,07/01/2018,06/30/2019,POINT (-84.205091 31.229277)
IN,NORTH VERNON,151303,ST VINCENT JENNINGS HOSPITAL INC,301 HENRY ST,47265,JENNINGS,(812) 352-4200,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-85.640374 39.011259)
IA,SIGOURNEY,161315,KEOKUK COUNTY HEALTH CENTER,23019 HIGHWAY 149,52591,KEOKUK,(641) 622-2720,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-92.205125 41.322489)
IA,MAQUOKETA,161329,JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,52060,JACKSON,(563) 652-2474,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-90.673132 42.073715)
ID,MOSCOW,131327,GRITMAN MEDICAL CENTER,700 SOUTH MAIN STREET,83843,LATAH,(208) 882-4511,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-117.001406 46.728704)
IL,METROPOLIS,141323,MASSAC MEMORIAL HOSPITAL,"28 CHICK STREET, PO BOX 850",62960,MASSAC,(618) 524-2176,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,No Different than National Benchmark,5982.0,3,07/01/2018,06/30/2019,POINT (-88.739578 37.166836)
IL,HOPEDALE,141330,HOPEDALE HOSPITAL,107 TREMONT STREET,61747,TAZEWELL,(309) 449-4296,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,1647.0,3,07/01/2018,06/30/2019,POINT (-89.417729 40.418383)
IA,CORYDON,161358,WAYNE COUNTY HOSPITAL,417 SOUTH EAST STREET,50060,WAYNE,(641) 872-2260,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.005,3,07/01/2018,06/30/2019,POINT (-93.31232 40.754492)
IL,RUSHVILLE,141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,238 SOUTH CONGRESS STREET,62681,SCHUYLER,(217) 322-4321,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,1125.0,3,07/01/2018,06/30/2019,POINT (-90.563587 40.117944)
IA,BELMOND,161301,IOWA SPECIALTY HOSPITAL - BELMOND,403 FIRST STREET SE,50421,WRIGHT,(641) 444-3223,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-93.612855 42.844988)
IA,NEW HAMPTON,161331,MERCY MEDICAL CENTER-NEW HAMPTON,308 NORTH MAPLE AVENUE,50659,CHICKASAW,(641) 394-4121,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,224.0,3,07/01/2018,06/30/2019,POINT (-92.320425 43.062677)
IL,MONTICELLO,141301,KIRBY MEDICAL CENTER,1000 MEDICAL CENTER DRIVE,61856,PIATT,(217) 762-2115,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,88.0,3,07/01/2018,06/30/2019,POINT (-88.56377 40.060163)
IL,DU QUOIN,141331,MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,62832,PERRY,(618) 542-2146,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,1151.0,3,07/01/2018,06/30/2019,POINT (-89.2368 38.024441)
ID,COTTONWOOD,131321,ST MARYS HOSPITAL AND CLINICS,701 LEWISTON ST,83522,IDAHO,(208) 962-3251,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,34.0,3,07/01/2018,06/30/2019,POINT (-116.351645 46.050371)
IA,ORANGE CITY,161360,ORANGE CITY AREA HEALTH SYSTEM,1000 LINCOLN CIRCLE SE,51041,SIOUX,(712) 737-4984,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-96.045734 42.994878)
ID,JEROME,131310,ST LUKE'S JEROME,709 NORTH LINCOLN AVENUE,83338,JEROME,(208) 814-9500,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-114.51849 42.730293)
ID,EMMETT,131318,VALOR HEALTH,1202 EAST LOCUST STREET,83617,GEM,(208) 365-3561,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.022,3,07/01/2018,06/30/2019,POINT (-116.485255 43.879078)
IA,GREENFIELD,161310,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,50849,ADAIR,(641) 743-2123,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-94.451927 41.303103)
IN,NEW ALBANY,150172,PHYSICIANS' MEDICAL CENTER LLC,4023 REAS LN,47150,FLOYD,(812) 206-7660,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-85.827064 38.340032)
ID,EMMETT,131318,VALOR HEALTH,1202 EAST LOCUST STREET,83617,GEM,(208) 365-3561,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,93.0,3,07/01/2018,06/30/2019,POINT (-116.485255 43.879078)
IL,CLINTON,141303,WARNER HOSPITAL AND HEALTH SERVICES,422 W WHITE ST,61727,DE WITT,(217) 935-9571,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-88.964616 40.148953)
GA,COLQUITT,111305,MILLER COUNTY HOSPITAL,209 N CUTHBERT STREET,39837,MILLER,(229) 758-4231,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,134.0,3,07/01/2018,06/30/2019,POINT (-84.734548 31.17548)
ID,SODA SPRINGS,131309,CARIBOU MEMORIAL HOSPITAL,300 SOUTH 3RD WEST,83276,CARIBOU,(208) 547-3341,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-111.613354 42.652235)
ID,BLACKFOOT,130073,GROVE CREEK MEDICAL CENTER,350 NORTH MERIDIAN STREET,83221,BINGHAM,(208) 782-2900,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-112.356124 43.196301)
IA,SIGOURNEY,161315,KEOKUK COUNTY HEALTH CENTER,23019 HIGHWAY 149,52591,KEOKUK,(641) 622-2720,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,32.0,3,07/01/2018,06/30/2019,POINT (-92.205125 41.322489)
IA,IDA GROVE,161354,HORN MEMORIAL HOSPITAL,701 E 2ND ST,51445,IDA,(712) 364-3311,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-95.45891 42.339303)
IA,MAQUOKETA,161329,JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,52060,JACKSON,(563) 652-2474,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,70.0,3,07/01/2018,06/30/2019,POINT (-90.673132 42.073715)
IA,NEW HAMPTON,161331,MERCY MEDICAL CENTER-NEW HAMPTON,308 NORTH MAPLE AVENUE,50659,CHICKASAW,(641) 394-4121,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-92.320425 43.062677)
IN,RENSSELAER,151324,"FRANCISCAN HEALTH RENSSELAER, INC",1104 E GRACE ST,47978,JASPER,(219) 866-5141,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.04,3,07/01/2018,06/30/2019,POINT (-87.138357 40.9336)
IA,SUMNER,161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,909 WEST FIRST STREET,50674,BREMER,(563) 578-3275,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.037,3,07/01/2018,06/30/2019,POINT (-92.109691 42.847422)
IA,CRESCO,161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,52136,HOWARD,(563) 547-2101,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-92.117764 43.381891)
IA,BELMOND,161301,IOWA SPECIALTY HOSPITAL - BELMOND,403 FIRST STREET SE,50421,WRIGHT,(641) 444-3223,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-93.612855 42.844988)
IA,GREENFIELD,161310,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,50849,ADAIR,(641) 743-2123,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-94.451927 41.303103)
IA,BELMOND,161301,IOWA SPECIALTY HOSPITAL - BELMOND,403 FIRST STREET SE,50421,WRIGHT,(641) 444-3223,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.006,3,07/01/2018,06/30/2019,POINT (-93.612855 42.844988)
IL,MONTICELLO,141301,KIRBY MEDICAL CENTER,1000 MEDICAL CENTER DRIVE,61856,PIATT,(217) 762-2115,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-88.56377 40.060163)
IN,SALEM,151314,ST VINCENT SALEM HOSPITAL INC,911 N SHELBY ST,47167,WASHINGTON,(812) 883-5881,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-86.107802 38.613165)
IL,FLORA,141351,CLAY COUNTY HOSPITAL,911 STACY BURK DRIVE,62839,CLAY,(618) 662-2131,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Not Available,0.136,3,07/01/2018,06/30/2019,POINT (-88.470337 38.680917)
ID,COTTONWOOD,131321,ST MARYS HOSPITAL AND CLINICS,701 LEWISTON ST,83522,IDAHO,(208) 962-3251,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.009,3,07/01/2018,06/30/2019,POINT (-116.351645 46.050371)
IN,PORTLAND,151320,"INDIANA UNIVERSITY HEALTH JAY, INC.",500 W VOTAW ST,47371,JAY,(260) 726-7131,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-84.984105 40.439366)
ID,GRANGEVILLE,131315,SYRINGA GENERAL HOSPITAL,607 W MAIN STREET,83530,IDAHO,(208) 983-1700,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.017,3,07/01/2018,06/30/2019,POINT (-116.126994 45.926789)
GA,COLQUITT,111305,MILLER COUNTY HOSPITAL,209 N CUTHBERT STREET,39837,MILLER,(229) 758-4231,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-84.734548 31.17548)
IA,SUMNER,161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,909 WEST FIRST STREET,50674,BREMER,(563) 578-3275,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-92.109691 42.847422)
ID,BLACKFOOT,130073,GROVE CREEK MEDICAL CENTER,350 NORTH MERIDIAN STREET,83221,BINGHAM,(208) 782-2900,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,395.0,3,07/01/2018,06/30/2019,POINT (-112.356124 43.196301)
IA,SUMNER,161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,909 WEST FIRST STREET,50674,BREMER,(563) 578-3275,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,728.0,3,07/01/2018,06/30/2019,POINT (-92.109691 42.847422)
IL,HOPEDALE,141330,HOPEDALE HOSPITAL,107 TREMONT STREET,61747,TAZEWELL,(309) 449-4296,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,1647.0,3,07/01/2018,06/30/2019,POINT (-89.417729 40.418383)
IL,DU QUOIN,141331,MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,62832,PERRY,(618) 542-2146,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.381,3,07/01/2018,06/30/2019,POINT (-89.2368 38.024441)
ID,JEROME,131310,ST LUKE'S JEROME,709 NORTH LINCOLN AVENUE,83338,JEROME,(208) 814-9500,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-114.51849 42.730293)
IL,LAWRENCEVILLE,141344,LAWRENCE COUNTY MEMORIAL HOSPITAL,2200 STATE ST,62439,LAWRENCE,(618) 943-1000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.094,3,07/01/2018,06/30/2019,POINT (-87.69415 38.729518)
IA,BRITT,161307,HANCOCK COUNTY HEALTH SYSTEM,532 1ST ST NW,50423,HANCOCK,(641) 843-5000,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,353.0,3,07/01/2018,06/30/2019,POINT (-93.806993 43.097818)
ID,EMMETT,131318,VALOR HEALTH,1202 EAST LOCUST STREET,83617,GEM,(208) 365-3561,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.044,3,07/01/2018,06/30/2019,POINT (-116.485255 43.879078)
IA,GREENFIELD,161310,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,50849,ADAIR,(641) 743-2123,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,433.0,3,07/01/2018,06/30/2019,POINT (-94.451927 41.303103)
GA,CAMILLA,111331,MITCHELL COUNTY HOSPITAL,90 STEPHENS STREET,31730,MITCHELL,(229) 336-5284,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-84.205091 31.229277)
IL,HOPEDALE,141330,HOPEDALE HOSPITAL,107 TREMONT STREET,61747,TAZEWELL,(309) 449-4296,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.034,3,07/01/2018,06/30/2019,POINT (-89.417729 40.418383)
IL,MCLEANSBORO,141326,HAMILTON MEMORIAL HOSPITAL,611 S MARSHALL AVENUE,62859,HAMILTON,(618) 643-2361,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.358,3,07/01/2018,06/30/2019,POINT (-88.541234 38.087916)
GA,QUITMAN,111332,BROOKS COUNTY HOSPITAL,903 N COURT STREET,31643,BROOKS,(912) 263-4171,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-83.5595 30.795012)
IL,ELDORADO,141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,1201 PINE STREET,62930,SALINE,(618) 273-3361,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-88.441451 37.815332)
IL,HOPEDALE,141330,HOPEDALE HOSPITAL,107 TREMONT STREET,61747,TAZEWELL,(309) 449-4296,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-89.417729 40.418383)
IA,SUMNER,161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,909 WEST FIRST STREET,50674,BREMER,(563) 578-3275,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,134.0,3,07/01/2018,06/30/2019,POINT (-92.109691 42.847422)
IA,CORYDON,161358,WAYNE COUNTY HOSPITAL,417 SOUTH EAST STREET,50060,WAYNE,(641) 872-2260,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,248.0,3,07/01/2018,06/30/2019,POINT (-93.31232 40.754492)
IL,METROPOLIS,141323,MASSAC MEMORIAL HOSPITAL,"28 CHICK STREET, PO BOX 850",62960,MASSAC,(618) 524-2176,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,5982.0,3,07/01/2018,06/30/2019,POINT (-88.739578 37.166836)
IA,JEFFERSON,161325,GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLN WAY,50129,GREENE,(515) 386-2114,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-94.38906 42.015217)
IA,MAQUOKETA,161329,JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,52060,JACKSON,(563) 652-2474,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.028,3,07/01/2018,06/30/2019,POINT (-90.673132 42.073715)
GA,WASHINGTON,111325,WILLS MEMORIAL HOSPITAL,120 GORDON STREET,30673,WILKES,(706) 678-9212,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.221,3,07/01/2018,06/30/2019,POINT (-82.742388 33.729302)
IA,BRITT,161307,HANCOCK COUNTY HEALTH SYSTEM,532 1ST ST NW,50423,HANCOCK,(641) 843-5000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-93.806993 43.097818)
IA,CRESCO,161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,52136,HOWARD,(563) 547-2101,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.057,3,07/01/2018,06/30/2019,POINT (-92.117764 43.381891)
IA,SUMNER,161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,909 WEST FIRST STREET,50674,BREMER,(563) 578-3275,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-92.109691 42.847422)
IA,HAWARDEN,161311,HAWARDEN REGIONAL HEALTHCARE,1111 11TH STREET,51023,SIOUX,(712) 551-3100,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,44.0,3,07/01/2018,06/30/2019,POINT (-96.479427 42.998008)
ID,RUPERT,131319,MINIDOKA MEMORIAL HOSPITAL,1224 8TH STREET,83350,MINIDOKA,(208) 436-0481,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-113.685362 42.619625)
IA,GREENFIELD,161310,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,50849,ADAIR,(641) 743-2123,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-94.451927 41.303103)
KY,HYDEN,181316,MARY BRECKINRIDGE ARH HOSPITAL,130 KATE IRELAND DRIVE,41749,LESLIE,(606) 672-2901,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-83.37836 37.163889)
KS,HILL CITY,171325,GRAHAM COUNTY HOSPITAL,304 WEST PROUT STREET,67642,GRAHAM,(785) 421-2121,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,1290.0,3,07/01/2018,06/30/2019,POINT (-99.845075 39.371776)
KS,QUINTER,171367,GOVE COUNTY MEDICAL CENTER,520 WEST 5TH STREET,67752,GOVE,(785) 754-3341,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,1411.0,3,07/01/2018,06/30/2019,POINT (-100.241311 39.067161)
KY,HARRODSBURG,181302,THE JAMES B. HAGGIN MEMORIAL HOSPITAL,464 LINDEN AVENUE,40330,MERCER,(859) 239-2409,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.498,3,07/01/2018,06/30/2019,POINT (-84.848212 37.756448)
KS,LINDSBORG,171358,LINDSBORG COMMUNITY HOSPITAL,605 W LINCOLN STREET,67456,MCPHERSON,(785) 227-3308,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,1135.0,3,07/01/2018,06/30/2019,POINT (-97.68359 38.573435)
